task1,task2,repmatch
models/result_gpt2_t0-task-cos_e_v1.11_i_think,models/result_gpt2_t0-task-app_reviews_convert_to_star_rating,0.02121025323867798
models/result_gpt2_t0-task-cos_e_v1.11_i_think,models/result_gpt2_t0-task-cos_e_v1.11_aligned_with_common_sense,0.5324028184016546
models/result_gpt2_t0-task-cos_e_v1.11_i_think,models/result_gpt2_t0-task-amazon_polarity_flattering_or_not,0.02415710617788136
models/result_gpt2_t0-task-adversarial_qa_dbert_generate_question,models/result_gpt2_t0-task-amazon_polarity_would_you_buy,0.02639237038480739
models/result_gpt2_t0-task-adversarial_qa_dbert_generate_question,models/result_gpt2_t0-task-cos_e_v1.11_question_option_description_text,0.029599673735598724
models/result_gpt2_t0-task-adversarial_qa_dbert_generate_question,models/result_gpt2_t0-task-adversarial_qa_droberta_question_context_answer,0.03643453117304792
models/result_gpt2_t0-task-adversarial_qa_dbert_generate_question,models/result_gpt2_t0-task-cos_e_v1.11_question_option_description_id,0.02198902137267093
models/result_gpt2_t0-task-adversarial_qa_dbert_generate_question,models/result_gpt2_t0-task-dream_generate_first_utterance,0.033648871389838554
models/result_gpt2_t0-task-adversarial_qa_dbert_generate_question,models/result_gpt2_t0-task-adversarial_qa_dbert_question_context_answer,0.04583166244750222
models/result_gpt2_t0-task-adversarial_qa_dbert_generate_question,models/result_gpt2_t0-task-adversarial_qa_droberta_tell_what_it_is,0.034394529570514955
models/result_gpt2_t0-task-adversarial_qa_dbert_generate_question,models/result_gpt2_t0-task-amazon_polarity_convey_negative_or_positive_sentiment,0.02815021714195609
models/result_gpt2_t0-task-adversarial_qa_dbert_generate_question,models/result_gpt2_t0-task-app_reviews_convert_to_rating,0.025198020196209352
models/result_gpt2_t0-task-adversarial_qa_dbert_generate_question,models/result_gpt2_t0-task-adversarial_qa_droberta_answer_the_following_q,0.03839541762135923
models/result_gpt2_t0-task-adversarial_qa_dbert_generate_question,models/result_gpt2_t0-task-dbpedia_14_given_a_list_of_category_what_does_the_title_belong_to,0.022237089074527223
models/result_gpt2_t0-task-adversarial_qa_dbert_generate_question,models/result_gpt2_t0-task-app_reviews_categorize_rating_using_review,0.02598248387221247
models/result_gpt2_t0-task-adversarial_qa_dbert_generate_question,models/result_gpt2_t0-task-dbpedia_14_given_a_choice_of_categories_,0.029367410228587687
models/result_gpt2_t0-task-adversarial_qa_dbert_generate_question,models/result_gpt2_t0-task-adversarial_qa_droberta_generate_question,0.12956853459278742
models/result_gpt2_t0-task-adversarial_qa_dbert_generate_question,models/result_gpt2_t0-task-adversarial_qa_dbidaf_question_context_answer,0.04730157794741293
models/result_gpt2_t0-task-adversarial_qa_dbert_generate_question,models/result_gpt2_t0-task-dbpedia_14_given_list_what_category_does_the_paragraph_belong_to,0.03198066012312969
models/result_gpt2_t0-task-adversarial_qa_dbert_generate_question,models/result_gpt2_t0-task-cos_e_v1.11_description_question_option_text,0.029324008307109278
models/result_gpt2_t0-task-adversarial_qa_dbert_generate_question,models/result_gpt2_t0-task-dream_generate_last_utterance,0.0371935791336
models/result_gpt2_t0-task-adversarial_qa_dbert_generate_question,models/result_gpt2_t0-task-adversarial_qa_dbidaf_based_on,0.05041619180701673
models/result_gpt2_t0-task-adversarial_qa_dbert_generate_question,models/result_gpt2_t0-task-app_reviews_generate_review,0.024063424866956968
models/result_gpt2_t0-task-adversarial_qa_dbert_generate_question,models/result_gpt2_t0-task-amazon_polarity_Is_this_review_negative,0.022189361276105046
models/result_gpt2_t0-task-adversarial_qa_dbert_generate_question,models/result_gpt2_t0-task-dream_baseline,0.033581820665858686
models/result_gpt2_t0-task-adversarial_qa_dbert_generate_question,models/result_gpt2_t0-task-adversarial_qa_droberta_based_on,0.039292766634995736
models/result_gpt2_t0-task-adversarial_qa_dbert_generate_question,models/result_gpt2_t0-task-dbpedia_14_pick_one_category_for_the_following_text,0.028459732964014012
models/result_gpt2_t0-task-adversarial_qa_dbert_generate_question,models/result_gpt2_t0-task-adversarial_qa_dbidaf_answer_the_following_q,0.04525571770500392
models/result_gpt2_t0-task-adversarial_qa_dbert_generate_question,models/result_gpt2_t0-task-cos_e_v1.11_description_question_option_id,0.02682035187414537
models/result_gpt2_t0-task-adversarial_qa_dbert_generate_question,models/result_gpt2_t0-task-cos_e_v1.11_explain_why_human,0.04133159814712902
models/result_gpt2_t0-task-adversarial_qa_dbert_generate_question,models/result_gpt2_t0-task-cos_e_v1.11_generate_explanation_given_text,0.04216174168201784
models/result_gpt2_t0-task-adversarial_qa_dbert_generate_question,models/result_gpt2_t0-task-cos_e_v1.11_question_description_option_id,0.02389735879842192
models/result_gpt2_t0-task-adversarial_qa_dbert_generate_question,models/result_gpt2_t0-task-dream_read_the_following_conversation_and_answer_the_question,0.032486282444248595
models/result_gpt2_t0-task-adversarial_qa_dbert_generate_question,models/result_gpt2_t0-task-adversarial_qa_dbert_tell_what_it_is,0.04483304851843665
models/result_gpt2_t0-task-adversarial_qa_dbert_generate_question,models/result_gpt2_t0-task-amazon_polarity_User_recommend_this_product,0.0198093776901563
models/result_gpt2_t0-task-adversarial_qa_dbert_generate_question,models/result_gpt2_t0-task-amazon_polarity_Is_this_review,0.025020206967989605
models/result_gpt2_t0-task-adversarial_qa_dbert_generate_question,models/result_gpt2_t0-task-dream_answer_to_dialogue,0.040276715027478836
models/result_gpt2_t0-task-adversarial_qa_dbert_generate_question,models/result_gpt2_t0-task-adversarial_qa_dbidaf_tell_what_it_is,0.04652758679973582
models/result_gpt2_t0-task-adversarial_qa_dbert_generate_question,models/result_gpt2_t0-task-app_reviews_convert_to_star_rating,0.02560837873412917
models/result_gpt2_t0-task-adversarial_qa_dbert_generate_question,models/result_gpt2_t0-task-cos_e_v1.11_aligned_with_common_sense,0.045894978723178305
models/result_gpt2_t0-task-adversarial_qa_dbert_generate_question,models/result_gpt2_t0-task-amazon_polarity_flattering_or_not,0.029050021975611646
models/result_gpt2_t0-task-amazon_polarity_would_you_buy,models/result_gpt2_t0-task-cos_e_v1.11_question_option_description_text,0.13660668395459652
models/result_gpt2_t0-task-amazon_polarity_would_you_buy,models/result_gpt2_t0-task-adversarial_qa_droberta_question_context_answer,0.031869162882988654
models/result_gpt2_t0-task-amazon_polarity_would_you_buy,models/result_gpt2_t0-task-cos_e_v1.11_question_option_description_id,0.22056700165073076
models/result_gpt2_t0-task-amazon_polarity_would_you_buy,models/result_gpt2_t0-task-dream_generate_first_utterance,0.02735469148804744
models/result_gpt2_t0-task-amazon_polarity_would_you_buy,models/result_gpt2_t0-task-adversarial_qa_dbert_question_context_answer,0.03924162747959296
models/result_gpt2_t0-task-amazon_polarity_would_you_buy,models/result_gpt2_t0-task-adversarial_qa_droberta_tell_what_it_is,0.0334112166116635
models/result_gpt2_t0-task-amazon_polarity_would_you_buy,models/result_gpt2_t0-task-amazon_polarity_convey_negative_or_positive_sentiment,0.2987530169387658
models/result_gpt2_t0-task-amazon_polarity_would_you_buy,models/result_gpt2_t0-task-app_reviews_convert_to_rating,0.06906532930831115
models/result_gpt2_t0-task-amazon_polarity_would_you_buy,models/result_gpt2_t0-task-adversarial_qa_droberta_answer_the_following_q,0.03796931899463137
models/result_gpt2_t0-task-amazon_polarity_would_you_buy,models/result_gpt2_t0-task-dbpedia_14_given_a_list_of_category_what_does_the_title_belong_to,0.08138665075724323
models/result_gpt2_t0-task-amazon_polarity_would_you_buy,models/result_gpt2_t0-task-app_reviews_categorize_rating_using_review,0.15670410046974817
models/result_gpt2_t0-task-amazon_polarity_would_you_buy,models/result_gpt2_t0-task-dbpedia_14_given_a_choice_of_categories_,0.11272391304373741
models/result_gpt2_t0-task-amazon_polarity_would_you_buy,models/result_gpt2_t0-task-adversarial_qa_droberta_generate_question,0.02743199762577812
models/result_gpt2_t0-task-amazon_polarity_would_you_buy,models/result_gpt2_t0-task-adversarial_qa_dbidaf_question_context_answer,0.04743072825173537
models/result_gpt2_t0-task-amazon_polarity_would_you_buy,models/result_gpt2_t0-task-dbpedia_14_given_list_what_category_does_the_paragraph_belong_to,0.12081100046634674
models/result_gpt2_t0-task-amazon_polarity_would_you_buy,models/result_gpt2_t0-task-cos_e_v1.11_description_question_option_text,0.11862086939315002
models/result_gpt2_t0-task-amazon_polarity_would_you_buy,models/result_gpt2_t0-task-dream_generate_last_utterance,0.03073320910334587
models/result_gpt2_t0-task-amazon_polarity_would_you_buy,models/result_gpt2_t0-task-adversarial_qa_dbidaf_based_on,0.038264131328711905
models/result_gpt2_t0-task-amazon_polarity_would_you_buy,models/result_gpt2_t0-task-app_reviews_generate_review,0.01960216408285002
models/result_gpt2_t0-task-amazon_polarity_would_you_buy,models/result_gpt2_t0-task-amazon_polarity_Is_this_review_negative,0.06227280649666985
models/result_gpt2_t0-task-amazon_polarity_would_you_buy,models/result_gpt2_t0-task-dream_baseline,0.09766294372578462
models/result_gpt2_t0-task-amazon_polarity_would_you_buy,models/result_gpt2_t0-task-adversarial_qa_droberta_based_on,0.03578717804824313
models/result_gpt2_t0-task-amazon_polarity_would_you_buy,models/result_gpt2_t0-task-dbpedia_14_pick_one_category_for_the_following_text,0.11622478378315766
models/result_gpt2_t0-task-amazon_polarity_would_you_buy,models/result_gpt2_t0-task-adversarial_qa_dbidaf_answer_the_following_q,0.04017922251174847
models/result_gpt2_t0-task-amazon_polarity_would_you_buy,models/result_gpt2_t0-task-cos_e_v1.11_description_question_option_id,0.24034065877397856
models/result_gpt2_t0-task-amazon_polarity_would_you_buy,models/result_gpt2_t0-task-cos_e_v1.11_explain_why_human,0.025561665495236714
models/result_gpt2_t0-task-amazon_polarity_would_you_buy,models/result_gpt2_t0-task-cos_e_v1.11_generate_explanation_given_text,0.030134232559551794
models/result_gpt2_t0-task-amazon_polarity_would_you_buy,models/result_gpt2_t0-task-cos_e_v1.11_question_description_option_id,0.21084310797353586
models/result_gpt2_t0-task-amazon_polarity_would_you_buy,models/result_gpt2_t0-task-dream_read_the_following_conversation_and_answer_the_question,0.09478345451255639
models/result_gpt2_t0-task-amazon_polarity_would_you_buy,models/result_gpt2_t0-task-adversarial_qa_dbert_tell_what_it_is,0.03667773554722468
models/result_gpt2_t0-task-amazon_polarity_would_you_buy,models/result_gpt2_t0-task-amazon_polarity_User_recommend_this_product,0.0918683089936773
models/result_gpt2_t0-task-amazon_polarity_would_you_buy,models/result_gpt2_t0-task-amazon_polarity_Is_this_review,0.2923450917005539
models/result_gpt2_t0-task-amazon_polarity_would_you_buy,models/result_gpt2_t0-task-dream_answer_to_dialogue,0.028891294030472636
models/result_gpt2_t0-task-amazon_polarity_would_you_buy,models/result_gpt2_t0-task-adversarial_qa_dbidaf_tell_what_it_is,0.03687465827291211
models/result_gpt2_t0-task-amazon_polarity_would_you_buy,models/result_gpt2_t0-task-app_reviews_convert_to_star_rating,0.18061159054438272
models/result_gpt2_t0-task-amazon_polarity_would_you_buy,models/result_gpt2_t0-task-cos_e_v1.11_aligned_with_common_sense,0.02779882059743007
models/result_gpt2_t0-task-amazon_polarity_would_you_buy,models/result_gpt2_t0-task-amazon_polarity_flattering_or_not,0.20380954692761102
models/result_gpt2_t0-task-cos_e_v1.11_question_option_description_text,models/result_gpt2_t0-task-adversarial_qa_droberta_question_context_answer,0.08602366363629699
models/result_gpt2_t0-task-cos_e_v1.11_question_option_description_text,models/result_gpt2_t0-task-cos_e_v1.11_question_option_description_id,0.1627999059855938
models/result_gpt2_t0-task-cos_e_v1.11_question_option_description_text,models/result_gpt2_t0-task-dream_generate_first_utterance,0.029397340957075357
models/result_gpt2_t0-task-cos_e_v1.11_question_option_description_text,models/result_gpt2_t0-task-adversarial_qa_dbert_question_context_answer,0.08756924824168284
models/result_gpt2_t0-task-cos_e_v1.11_question_option_description_text,models/result_gpt2_t0-task-adversarial_qa_droberta_tell_what_it_is,0.0772078790081044
models/result_gpt2_t0-task-cos_e_v1.11_question_option_description_text,models/result_gpt2_t0-task-amazon_polarity_convey_negative_or_positive_sentiment,0.14343414828181267
models/result_gpt2_t0-task-cos_e_v1.11_question_option_description_text,models/result_gpt2_t0-task-app_reviews_convert_to_rating,0.045402575517073274
models/result_gpt2_t0-task-cos_e_v1.11_question_option_description_text,models/result_gpt2_t0-task-adversarial_qa_droberta_answer_the_following_q,0.06858672015368938
models/result_gpt2_t0-task-cos_e_v1.11_question_option_description_text,models/result_gpt2_t0-task-dbpedia_14_given_a_list_of_category_what_does_the_title_belong_to,0.07724813030411799
models/result_gpt2_t0-task-cos_e_v1.11_question_option_description_text,models/result_gpt2_t0-task-app_reviews_categorize_rating_using_review,0.08899920154362917
models/result_gpt2_t0-task-cos_e_v1.11_question_option_description_text,models/result_gpt2_t0-task-dbpedia_14_given_a_choice_of_categories_,0.11756158682207267
models/result_gpt2_t0-task-cos_e_v1.11_question_option_description_text,models/result_gpt2_t0-task-adversarial_qa_droberta_generate_question,0.029120149090886116
models/result_gpt2_t0-task-cos_e_v1.11_question_option_description_text,models/result_gpt2_t0-task-adversarial_qa_dbidaf_question_context_answer,0.09116864188884695
models/result_gpt2_t0-task-cos_e_v1.11_question_option_description_text,models/result_gpt2_t0-task-dbpedia_14_given_list_what_category_does_the_paragraph_belong_to,0.1163529350111882
models/result_gpt2_t0-task-cos_e_v1.11_question_option_description_text,models/result_gpt2_t0-task-cos_e_v1.11_description_question_option_text,0.4293214703599612
models/result_gpt2_t0-task-cos_e_v1.11_question_option_description_text,models/result_gpt2_t0-task-dream_generate_last_utterance,0.029574357128391664
models/result_gpt2_t0-task-cos_e_v1.11_question_option_description_text,models/result_gpt2_t0-task-adversarial_qa_dbidaf_based_on,0.07321597325305144
models/result_gpt2_t0-task-cos_e_v1.11_question_option_description_text,models/result_gpt2_t0-task-app_reviews_generate_review,0.01829246796357135
models/result_gpt2_t0-task-cos_e_v1.11_question_option_description_text,models/result_gpt2_t0-task-amazon_polarity_Is_this_review_negative,0.04011344521616896
models/result_gpt2_t0-task-cos_e_v1.11_question_option_description_text,models/result_gpt2_t0-task-dream_baseline,0.1316103326777617
models/result_gpt2_t0-task-cos_e_v1.11_question_option_description_text,models/result_gpt2_t0-task-adversarial_qa_droberta_based_on,0.08779244916513562
models/result_gpt2_t0-task-cos_e_v1.11_question_option_description_text,models/result_gpt2_t0-task-dbpedia_14_pick_one_category_for_the_following_text,0.10634405414263408
models/result_gpt2_t0-task-cos_e_v1.11_question_option_description_text,models/result_gpt2_t0-task-adversarial_qa_dbidaf_answer_the_following_q,0.07212044345214963
models/result_gpt2_t0-task-cos_e_v1.11_question_option_description_text,models/result_gpt2_t0-task-cos_e_v1.11_description_question_option_id,0.14040994799385467
models/result_gpt2_t0-task-cos_e_v1.11_question_option_description_text,models/result_gpt2_t0-task-cos_e_v1.11_explain_why_human,0.04426557826809585
models/result_gpt2_t0-task-cos_e_v1.11_question_option_description_text,models/result_gpt2_t0-task-cos_e_v1.11_generate_explanation_given_text,0.044793266958246626
models/result_gpt2_t0-task-cos_e_v1.11_question_option_description_text,models/result_gpt2_t0-task-cos_e_v1.11_question_description_option_id,0.13668548812468848
models/result_gpt2_t0-task-cos_e_v1.11_question_option_description_text,models/result_gpt2_t0-task-dream_read_the_following_conversation_and_answer_the_question,0.13300364650785923
models/result_gpt2_t0-task-cos_e_v1.11_question_option_description_text,models/result_gpt2_t0-task-adversarial_qa_dbert_tell_what_it_is,0.07858754818638165
models/result_gpt2_t0-task-cos_e_v1.11_question_option_description_text,models/result_gpt2_t0-task-amazon_polarity_User_recommend_this_product,0.04954313696362078
models/result_gpt2_t0-task-cos_e_v1.11_question_option_description_text,models/result_gpt2_t0-task-amazon_polarity_Is_this_review,0.1370279205342134
models/result_gpt2_t0-task-cos_e_v1.11_question_option_description_text,models/result_gpt2_t0-task-dream_answer_to_dialogue,0.02711832240068664
models/result_gpt2_t0-task-cos_e_v1.11_question_option_description_text,models/result_gpt2_t0-task-adversarial_qa_dbidaf_tell_what_it_is,0.07984630716964602
models/result_gpt2_t0-task-cos_e_v1.11_question_option_description_text,models/result_gpt2_t0-task-app_reviews_convert_to_star_rating,0.10292938941468795
models/result_gpt2_t0-task-cos_e_v1.11_question_option_description_text,models/result_gpt2_t0-task-cos_e_v1.11_aligned_with_common_sense,0.03882428631186485
models/result_gpt2_t0-task-cos_e_v1.11_question_option_description_text,models/result_gpt2_t0-task-amazon_polarity_flattering_or_not,0.1275151471296946
models/result_gpt2_t0-task-adversarial_qa_droberta_question_context_answer,models/result_gpt2_t0-task-cos_e_v1.11_question_option_description_id,0.033224592451006174
models/result_gpt2_t0-task-adversarial_qa_droberta_question_context_answer,models/result_gpt2_t0-task-dream_generate_first_utterance,0.03272874082904309
models/result_gpt2_t0-task-adversarial_qa_droberta_question_context_answer,models/result_gpt2_t0-task-adversarial_qa_dbert_question_context_answer,0.209883705402414
models/result_gpt2_t0-task-adversarial_qa_droberta_question_context_answer,models/result_gpt2_t0-task-adversarial_qa_droberta_tell_what_it_is,0.4413389985760053
models/result_gpt2_t0-task-adversarial_qa_droberta_question_context_answer,models/result_gpt2_t0-task-amazon_polarity_convey_negative_or_positive_sentiment,0.03468992134245733
models/result_gpt2_t0-task-adversarial_qa_droberta_question_context_answer,models/result_gpt2_t0-task-app_reviews_convert_to_rating,0.02939007105305791
models/result_gpt2_t0-task-adversarial_qa_droberta_question_context_answer,models/result_gpt2_t0-task-adversarial_qa_droberta_answer_the_following_q,0.3577553393940131
models/result_gpt2_t0-task-adversarial_qa_droberta_question_context_answer,models/result_gpt2_t0-task-dbpedia_14_given_a_list_of_category_what_does_the_title_belong_to,0.03332091309130192
models/result_gpt2_t0-task-adversarial_qa_droberta_question_context_answer,models/result_gpt2_t0-task-app_reviews_categorize_rating_using_review,0.035108614790563784
models/result_gpt2_t0-task-adversarial_qa_droberta_question_context_answer,models/result_gpt2_t0-task-dbpedia_14_given_a_choice_of_categories_,0.04403063693704704
models/result_gpt2_t0-task-adversarial_qa_droberta_question_context_answer,models/result_gpt2_t0-task-adversarial_qa_droberta_generate_question,0.04151021809472392
models/result_gpt2_t0-task-adversarial_qa_droberta_question_context_answer,models/result_gpt2_t0-task-adversarial_qa_dbidaf_question_context_answer,0.2241226819654306
models/result_gpt2_t0-task-adversarial_qa_droberta_question_context_answer,models/result_gpt2_t0-task-dbpedia_14_given_list_what_category_does_the_paragraph_belong_to,0.04724412613237897
models/result_gpt2_t0-task-adversarial_qa_droberta_question_context_answer,models/result_gpt2_t0-task-cos_e_v1.11_description_question_option_text,0.07801380505164464
models/result_gpt2_t0-task-adversarial_qa_droberta_question_context_answer,models/result_gpt2_t0-task-dream_generate_last_utterance,0.040653658332303166
models/result_gpt2_t0-task-adversarial_qa_droberta_question_context_answer,models/result_gpt2_t0-task-adversarial_qa_dbidaf_based_on,0.19550012548764548
models/result_gpt2_t0-task-adversarial_qa_droberta_question_context_answer,models/result_gpt2_t0-task-app_reviews_generate_review,0.0211573700265338
models/result_gpt2_t0-task-adversarial_qa_droberta_question_context_answer,models/result_gpt2_t0-task-amazon_polarity_Is_this_review_negative,0.028892020229250193
models/result_gpt2_t0-task-adversarial_qa_droberta_question_context_answer,models/result_gpt2_t0-task-dream_baseline,0.09249894631405671
models/result_gpt2_t0-task-adversarial_qa_droberta_question_context_answer,models/result_gpt2_t0-task-adversarial_qa_droberta_based_on,0.4687504122654597
models/result_gpt2_t0-task-adversarial_qa_droberta_question_context_answer,models/result_gpt2_t0-task-dbpedia_14_pick_one_category_for_the_following_text,0.04459676744105915
models/result_gpt2_t0-task-adversarial_qa_droberta_question_context_answer,models/result_gpt2_t0-task-adversarial_qa_dbidaf_answer_the_following_q,0.15282247960567474
models/result_gpt2_t0-task-adversarial_qa_droberta_question_context_answer,models/result_gpt2_t0-task-cos_e_v1.11_description_question_option_id,0.03118736312414209
models/result_gpt2_t0-task-adversarial_qa_droberta_question_context_answer,models/result_gpt2_t0-task-cos_e_v1.11_explain_why_human,0.04466882022097707
models/result_gpt2_t0-task-adversarial_qa_droberta_question_context_answer,models/result_gpt2_t0-task-cos_e_v1.11_generate_explanation_given_text,0.056075097216914095
models/result_gpt2_t0-task-adversarial_qa_droberta_question_context_answer,models/result_gpt2_t0-task-cos_e_v1.11_question_description_option_id,0.027256865830471117
models/result_gpt2_t0-task-adversarial_qa_droberta_question_context_answer,models/result_gpt2_t0-task-dream_read_the_following_conversation_and_answer_the_question,0.09011643348882596
models/result_gpt2_t0-task-adversarial_qa_droberta_question_context_answer,models/result_gpt2_t0-task-adversarial_qa_dbert_tell_what_it_is,0.18204595831533274
models/result_gpt2_t0-task-adversarial_qa_droberta_question_context_answer,models/result_gpt2_t0-task-amazon_polarity_User_recommend_this_product,0.02737515194651981
models/result_gpt2_t0-task-adversarial_qa_droberta_question_context_answer,models/result_gpt2_t0-task-amazon_polarity_Is_this_review,0.035856934574743114
models/result_gpt2_t0-task-adversarial_qa_droberta_question_context_answer,models/result_gpt2_t0-task-dream_answer_to_dialogue,0.038655982430403434
models/result_gpt2_t0-task-adversarial_qa_droberta_question_context_answer,models/result_gpt2_t0-task-adversarial_qa_dbidaf_tell_what_it_is,0.1818282970537742
models/result_gpt2_t0-task-adversarial_qa_droberta_question_context_answer,models/result_gpt2_t0-task-app_reviews_convert_to_star_rating,0.02994493340762953
models/result_gpt2_t0-task-adversarial_qa_droberta_question_context_answer,models/result_gpt2_t0-task-cos_e_v1.11_aligned_with_common_sense,0.04558293715429803
models/result_gpt2_t0-task-adversarial_qa_droberta_question_context_answer,models/result_gpt2_t0-task-amazon_polarity_flattering_or_not,0.04209376724126438
models/result_gpt2_t0-task-cos_e_v1.11_question_option_description_id,models/result_gpt2_t0-task-dream_generate_first_utterance,0.027666687034070492
models/result_gpt2_t0-task-cos_e_v1.11_question_option_description_id,models/result_gpt2_t0-task-adversarial_qa_dbert_question_context_answer,0.03754545748233795
models/result_gpt2_t0-task-cos_e_v1.11_question_option_description_id,models/result_gpt2_t0-task-adversarial_qa_droberta_tell_what_it_is,0.03372443987367054
models/result_gpt2_t0-task-cos_e_v1.11_question_option_description_id,models/result_gpt2_t0-task-amazon_polarity_convey_negative_or_positive_sentiment,0.25483686414857704
models/result_gpt2_t0-task-cos_e_v1.11_question_option_description_id,models/result_gpt2_t0-task-app_reviews_convert_to_rating,0.08224355212102334
models/result_gpt2_t0-task-cos_e_v1.11_question_option_description_id,models/result_gpt2_t0-task-adversarial_qa_droberta_answer_the_following_q,0.034400796983391047
models/result_gpt2_t0-task-cos_e_v1.11_question_option_description_id,models/result_gpt2_t0-task-dbpedia_14_given_a_list_of_category_what_does_the_title_belong_to,0.10639454207072656
models/result_gpt2_t0-task-cos_e_v1.11_question_option_description_id,models/result_gpt2_t0-task-app_reviews_categorize_rating_using_review,0.180592597151796
models/result_gpt2_t0-task-cos_e_v1.11_question_option_description_id,models/result_gpt2_t0-task-dbpedia_14_given_a_choice_of_categories_,0.14189395867288113
models/result_gpt2_t0-task-cos_e_v1.11_question_option_description_id,models/result_gpt2_t0-task-adversarial_qa_droberta_generate_question,0.024332435801625252
models/result_gpt2_t0-task-cos_e_v1.11_question_option_description_id,models/result_gpt2_t0-task-adversarial_qa_dbidaf_question_context_answer,0.031564235066374145
models/result_gpt2_t0-task-cos_e_v1.11_question_option_description_id,models/result_gpt2_t0-task-dbpedia_14_given_list_what_category_does_the_paragraph_belong_to,0.1495418461660544
models/result_gpt2_t0-task-cos_e_v1.11_question_option_description_id,models/result_gpt2_t0-task-cos_e_v1.11_description_question_option_text,0.11550667136907578
models/result_gpt2_t0-task-cos_e_v1.11_question_option_description_id,models/result_gpt2_t0-task-dream_generate_last_utterance,0.038625842814023294
models/result_gpt2_t0-task-cos_e_v1.11_question_option_description_id,models/result_gpt2_t0-task-adversarial_qa_dbidaf_based_on,0.030417511705309153
models/result_gpt2_t0-task-cos_e_v1.11_question_option_description_id,models/result_gpt2_t0-task-app_reviews_generate_review,0.01908903568983078
models/result_gpt2_t0-task-cos_e_v1.11_question_option_description_id,models/result_gpt2_t0-task-amazon_polarity_Is_this_review_negative,0.09772882765779893
models/result_gpt2_t0-task-cos_e_v1.11_question_option_description_id,models/result_gpt2_t0-task-dream_baseline,0.11893574055284262
models/result_gpt2_t0-task-cos_e_v1.11_question_option_description_id,models/result_gpt2_t0-task-adversarial_qa_droberta_based_on,0.031050037980700534
models/result_gpt2_t0-task-cos_e_v1.11_question_option_description_id,models/result_gpt2_t0-task-dbpedia_14_pick_one_category_for_the_following_text,0.11165071713427703
models/result_gpt2_t0-task-cos_e_v1.11_question_option_description_id,models/result_gpt2_t0-task-adversarial_qa_dbidaf_answer_the_following_q,0.038188552018254995
models/result_gpt2_t0-task-cos_e_v1.11_question_option_description_id,models/result_gpt2_t0-task-cos_e_v1.11_description_question_option_id,0.700742224852244
models/result_gpt2_t0-task-cos_e_v1.11_question_option_description_id,models/result_gpt2_t0-task-cos_e_v1.11_explain_why_human,0.022535829067540664
models/result_gpt2_t0-task-cos_e_v1.11_question_option_description_id,models/result_gpt2_t0-task-cos_e_v1.11_generate_explanation_given_text,0.023178000119514763
models/result_gpt2_t0-task-cos_e_v1.11_question_option_description_id,models/result_gpt2_t0-task-cos_e_v1.11_question_description_option_id,0.7021301239728928
models/result_gpt2_t0-task-cos_e_v1.11_question_option_description_id,models/result_gpt2_t0-task-dream_read_the_following_conversation_and_answer_the_question,0.12528668871770302
models/result_gpt2_t0-task-cos_e_v1.11_question_option_description_id,models/result_gpt2_t0-task-adversarial_qa_dbert_tell_what_it_is,0.035099593456834555
models/result_gpt2_t0-task-cos_e_v1.11_question_option_description_id,models/result_gpt2_t0-task-amazon_polarity_User_recommend_this_product,0.10745925487329562
models/result_gpt2_t0-task-cos_e_v1.11_question_option_description_id,models/result_gpt2_t0-task-amazon_polarity_Is_this_review,0.2531120491524537
models/result_gpt2_t0-task-cos_e_v1.11_question_option_description_id,models/result_gpt2_t0-task-dream_answer_to_dialogue,0.02602535051604112
models/result_gpt2_t0-task-cos_e_v1.11_question_option_description_id,models/result_gpt2_t0-task-adversarial_qa_dbidaf_tell_what_it_is,0.04209027967105309
models/result_gpt2_t0-task-cos_e_v1.11_question_option_description_id,models/result_gpt2_t0-task-app_reviews_convert_to_star_rating,0.18819105066359043
models/result_gpt2_t0-task-cos_e_v1.11_question_option_description_id,models/result_gpt2_t0-task-cos_e_v1.11_aligned_with_common_sense,0.025430624295646947
models/result_gpt2_t0-task-cos_e_v1.11_question_option_description_id,models/result_gpt2_t0-task-amazon_polarity_flattering_or_not,0.130490536801517
models/result_gpt2_t0-task-dream_generate_first_utterance,models/result_gpt2_t0-task-adversarial_qa_dbert_question_context_answer,0.03475547267589718
models/result_gpt2_t0-task-dream_generate_first_utterance,models/result_gpt2_t0-task-adversarial_qa_droberta_tell_what_it_is,0.03572156458782653
models/result_gpt2_t0-task-dream_generate_first_utterance,models/result_gpt2_t0-task-amazon_polarity_convey_negative_or_positive_sentiment,0.025392542011104524
models/result_gpt2_t0-task-dream_generate_first_utterance,models/result_gpt2_t0-task-app_reviews_convert_to_rating,0.027085615419006597
models/result_gpt2_t0-task-dream_generate_first_utterance,models/result_gpt2_t0-task-adversarial_qa_droberta_answer_the_following_q,0.03958570623459915
models/result_gpt2_t0-task-dream_generate_first_utterance,models/result_gpt2_t0-task-dbpedia_14_given_a_list_of_category_what_does_the_title_belong_to,0.029094421304762363
models/result_gpt2_t0-task-dream_generate_first_utterance,models/result_gpt2_t0-task-app_reviews_categorize_rating_using_review,0.024012931001683075
models/result_gpt2_t0-task-dream_generate_first_utterance,models/result_gpt2_t0-task-dbpedia_14_given_a_choice_of_categories_,0.033055229345336556
models/result_gpt2_t0-task-dream_generate_first_utterance,models/result_gpt2_t0-task-adversarial_qa_droberta_generate_question,0.03305049535507957
